
========== LOSS FUNCTIONS ==========
PDE losses:
  PDE 1
  PDE 2
BC losses:
BC[1] = Surface Energy
BC[2] = Ice Heat Flux
BC[3] = Ice Gas Flux
====================================

[1] loss = 1.235  (248.1s)
[843] loss = 1.06774  (3105.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.085 K, n=1.0159e21 m^-3
[844] loss = 1.06774  (3106.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.085 K, n=1.0158e21 m^-3
[845] loss = 1.06774  (3114.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.084 K, n=1.0158e21 m^-3
[846] loss = 1.06774  (3116.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.082 K, n=1.0158e21 m^-3
[847] loss = 1.06774  (3118.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.074 K, n=1.0158e21 m^-3
[848] loss = 1.06774  (3119.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.059 K, n=1.016e21 m^-3
[849] loss = 1.06774  (3121.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.052 K, n=1.0161e21 m^-3
[850] loss = 1.06774  (3125.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.048 K, n=1.0162e21 m^-3
[851] loss = 1.06774  (3131.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.045 K, n=1.0162e21 m^-3
[852] loss = 1.06774  (3133.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.009 K, n=1.0167e21 m^-3
[853] loss = 1.06774  (3134.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.016 K, n=1.0167e21 m^-3
[854] loss = 1.06774  (3137.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=23.017 K, n=1.0164e21 m^-3
[855] loss = 1.06773  (3139.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.999 K, n=1.0165e21 m^-3
[856] loss = 1.06773  (3140.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.968 K, n=1.0168e21 m^-3
[857] loss = 1.06773  (3145.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.96 K, n=1.0166e21 m^-3
[858] loss = 1.06773  (3146.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.949 K, n=1.0168e21 m^-3
[859] loss = 1.06773  (3148.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.947 K, n=1.0169e21 m^-3
[860] loss = 1.06773  (3150.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.939 K, n=1.0168e21 m^-3
[861] loss = 1.06773  (3151.5s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.993063821039033e-5   physical≈6.498326650469008 W/m^3
PDE[2] gas eq : scaled=5.968806456549466e-6   physical≈2.8746125238363646e20 m^-3/s
BC[1] surface : scaled=1.0385614642334813   physical≈0.1331317484355963 W/m^2
BC[2] ice heat : scaled=0.014570554228316638   physical≈175.70291677717495 W/m^2
BC[3] ice gas : scaled=0.014571041164514114   physical≈1.4203025197058855e22 m^-2/s
Total PDE = 2.5899444666939796e-5
Total BC  = 1.067703059626312
Grand Total = 1.0677289590709789
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.938 K, n=1.0166e21 m^-3
[862] loss = 1.06773  (3269.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.937 K, n=1.0158e21 m^-3
[863] loss = 1.06773  (3272.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.936 K, n=1.0164e21 m^-3
[864] loss = 1.06773  (3274.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.932 K, n=1.0163e21 m^-3
[865] loss = 1.06772  (3275.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.891 K, n=1.0156e21 m^-3
[866] loss = 1.06772  (3280.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.84 K, n=1.0156e21 m^-3
[867] loss = 1.06772  (3282.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.788 K, n=1.0154e21 m^-3
[868] loss = 1.06772  (3286.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.785 K, n=1.0154e21 m^-3
[869] loss = 1.06772  (3287.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0153e21 m^-3
[870] loss = 1.06772  (3289.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.757 K, n=1.0147e21 m^-3
[871] loss = 1.06771  (3291.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.741 K, n=1.0148e21 m^-3
[872] loss = 1.06773  (3296.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.71 K, n=1.0149e21 m^-3
[873] loss = 1.06772  (3337.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[874] loss = 1.06772  (3435.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[875] loss = 1.06772  (3439.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[876] loss = 1.06772  (3444.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[877] loss = 1.06771  (3447.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[878] loss = 1.06771  (3448.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[879] loss = 1.06771  (3453.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[880] loss = 1.06771  (3457.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[881] loss = 1.06771  (3460.9s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=2.0026710159245626e-5   physical≈6.513969811713891 W/m^3
PDE[2] gas eq : scaled=6.58939992667952e-6   physical≈3.0203585273434807e20 m^-3/s
BC[1] surface : scaled=1.0385584859705836   physical≈0.1331315575457719 W/m^2
BC[2] ice heat : scaled=0.01456317672770501   physical≈175.65842936511748 W/m^2
BC[3] ice gas : scaled=0.01456412870471203   physical≈1.4199655860365007e22 m^-2/s
Total PDE = 2.6616110085925148e-5
Total BC  = 1.0676857914030007
Grand Total = 1.0677124075130866
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.709 K, n=1.0149e21 m^-3
[882] loss = 1.06771  (3468.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.708 K, n=1.0149e21 m^-3
[883] loss = 1.06771  (3469.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.708 K, n=1.0149e21 m^-3
[884] loss = 1.06771  (3472.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.706 K, n=1.015e21 m^-3
[885] loss = 1.06771  (3474.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.706 K, n=1.015e21 m^-3
[886] loss = 1.06771  (3475.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.707 K, n=1.015e21 m^-3
[887] loss = 1.06771  (3478.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.706 K, n=1.015e21 m^-3
[888] loss = 1.06771  (3480.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.706 K, n=1.015e21 m^-3
[889] loss = 1.06771  (3482.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.707 K, n=1.015e21 m^-3
[890] loss = 1.06771  (3484.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.707 K, n=1.015e21 m^-3
[891] loss = 1.06771  (3487.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.706 K, n=1.015e21 m^-3
[892] loss = 1.06771  (3488.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.707 K, n=1.015e21 m^-3
[893] loss = 1.06771  (3491.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.707 K, n=1.015e21 m^-3
[894] loss = 1.06771  (3493.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.71 K, n=1.0149e21 m^-3
[895] loss = 1.06771  (3496.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.712 K, n=1.0149e21 m^-3
[896] loss = 1.06771  (3497.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.714 K, n=1.0148e21 m^-3
[897] loss = 1.06771  (3500.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.72 K, n=1.0147e21 m^-3
[898] loss = 1.06771  (3501.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.715 K, n=1.0148e21 m^-3
[899] loss = 1.06771  (3506.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.715 K, n=1.0148e21 m^-3
[900] loss = 1.06771  (3512.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.715 K, n=1.0148e21 m^-3
checkpoint saved at iteration 900 -> checkpoints\checkpoint_100au_iter900.jls
[901] loss = 1.06771  (3517.7s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=1.9940982895965595e-5   physical≈6.500012859027352 W/m^3
PDE[2] gas eq : scaled=6.152564483019105e-6   physical≈2.918526573784685e20 m^-3/s
BC[1] surface : scaled=1.038555541895039   physical≈0.13313136884689464 W/m^2
BC[2] ice heat : scaled=0.014563015931951185   physical≈175.65745961764898 W/m^2
BC[3] ice gas : scaled=0.014563526030931863   physical≈1.419936206150545e22 m^-2/s
Total PDE = 2.60935473789847e-5
Total BC  = 1.067682083857922
Grand Total = 1.067708177405301
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.715 K, n=1.0148e21 m^-3
[902] loss = 1.06771  (3535.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.716 K, n=1.0148e21 m^-3
[903] loss = 1.06771  (3539.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.716 K, n=1.0148e21 m^-3
[904] loss = 1.06771  (3541.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.717 K, n=1.0148e21 m^-3
[905] loss = 1.06771  (3543.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.717 K, n=1.0148e21 m^-3
[906] loss = 1.06771  (3547.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.72 K, n=1.0147e21 m^-3
[907] loss = 1.06771  (3548.6s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.723 K, n=1.0147e21 m^-3
[908] loss = 1.06771  (3557.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[909] loss = 1.06771  (3563.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[910] loss = 1.06771  (3572.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[911] loss = 1.06771  (3583.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.73 K, n=1.0146e21 m^-3
[912] loss = 1.06771  (3590.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.73 K, n=1.0146e21 m^-3
[913] loss = 1.06771  (3597.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[914] loss = 1.06771  (3600.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[915] loss = 1.06771  (3601.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[916] loss = 1.06771  (3607.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[917] loss = 1.06771  (3611.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[918] loss = 1.06771  (3613.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[919] loss = 1.06771  (3627.2s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[920] loss = 1.06771  (3629.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[921] loss = 1.06771  (3630.9s)
========== LOSS BREAKDOWN ==========
PDE[1] heat eq : scaled=2.0019937263035666e-5   physical≈6.512868228581457 W/m^3
PDE[2] gas eq : scaled=6.258476423036567e-6   physical≈2.9435395482809156e20 m^-3/s
BC[1] surface : scaled=1.038553009482313   physical≈0.13313120653310176 W/m^2
BC[2] ice heat : scaled=0.014562869241938893   physical≈175.6565749362094 W/m^2
BC[3] ice gas : scaled=0.014563466614457884   physical≈1.4199333096099504e22 m^-2/s
Total PDE = 2.6278413686072233e-5
Total BC  = 1.0676793453387097
Grand Total = 1.0677056237523956
===============================
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[922] loss = 1.06771  (3634.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[923] loss = 1.06771  (3635.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[924] loss = 1.06771  (3638.7s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[925] loss = 1.06771  (3641.8s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[926] loss = 1.06771  (3643.1s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[927] loss = 1.06771  (3646.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.728 K, n=1.0146e21 m^-3
[928] loss = 1.06771  (3649.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[929] loss = 1.06771  (3651.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[930] loss = 1.06771  (3653.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[931] loss = 1.06771  (3657.3s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[932] loss = 1.06771  (3662.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[933] loss = 1.06771  (3670.5s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[934] loss = 1.06771  (3673.4s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[935] loss = 1.06771  (3682.0s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0146e21 m^-3
[936] loss = 1.06771  (3689.9s)
    IC  @ x=A, t=0 -> T=40.0 K, n=2.7067e15 m^-3
    IC  @ x=B, t=0 -> T=40.0 K, n=2.7067e21 m^-3
    BC  @ x=B, t=t_max -> T=22.729 K, n=1.0147e21 m^-3
